PmassEU,PradiusEU,PdensityEU,PfluxMeanEU,PteqMeanK,PsurfPressEU,Pmag,PperiodDYS,SmassSU,SradiusSU,SteffK,SluminositySU,SsizefromPlanetDEG
1.35,1.14,0.91,8.15718,430.6,1.2,-19.75,18.14,0.64,0.62,4231,0.110521,2.8388
9.29,1.95,1.26,13.89849,491.9,11.7,-21.5,18.16,0.69,0.63,4869,0.200138,2.7981
82.35,7.36,0.21,44.63724,654.5,17,-25.69,18.16,0.98,1.02,5399,0.793128,4.1125
104.92,11.09,0.08,66.51406,696.7,8.1,-27.13,18.18,1.24,1.2,5995,1.668819,4.2831
1176.38,11.64,0.75,99.47765,804.6,877.3,-27.55,18.2,1.06,1.38,5787,1.916293,5.3009
1.44,1.16,0.92,0.1541535,159.6,1.3,-15.46,18.2,0.08,0.12,2550,0.000525,1.0743
4.18,2.79,0.19,20.27215,540.6,0.8,-22.69,18.21,0.77,0.72,5088,0.311705,3.0947
11.88,2.07,1.34,103.9849,813.6,15.9,-23.83,18.22,1.18,1.27,6195,2.131388,4.7287
3.22,1.47,1.02,47.7309,669.6,3.3,-22.23,18.3,0.97,0.96,5685,0.863683,3.8039
4.09,2.77,0.19,138.112,873.4,0.8,-24.77,18.31,1.16,1.56,5995,2.820304,5.8202
2.7,1.4,0.99,45.3158,661,2.7,-22.06,18.32,0.85,0.9,5490,0.660183,3.9745
3.47,2.63,0.19,26.97431,580.6,0.7,-22.88,18.37,0.72,0.82,5243,0.455866,3.362
13.85,2.15,1.39,23.60026,561.5,19.3,-22.29,18.43,0.83,0.79,5132,0.38841,3.2821
16.77,2.25,1.47,1.375084,275.9,24.7,-19.29,18.45,0.3,0.31,3390,0.011387,1.8155
12.97,2.12,1.37,26.90959,580.3,17.7,-22.4,18.46,0.85,0.81,5261,0.450955,3.335
5.68,1.71,1.13,1.714869,291.5,6.4,-18.94,18.48,0.34,0.33,3556,0.015623,1.8426
9.85,3.67,0.2,39.91999,640.4,2,-24.03,18.49,0.93,0.91,5564,0.712067,3.6317
3.47,2.63,0.19,26.2784,576.8,0.7,-22.85,18.55,0.84,0.8,5261,0.439889,3.2956
6.14,1.75,1.15,45.72929,643.6,7,-22.65,18.6,0.88,1.08,5150,0.732555,4.7343
3.99,1.56,1.06,4.671292,374.5,4.2,-19.82,18.6,0.55,0.53,3974,0.062857,2.4351
10.64,2.02,1.3,96.43951,798.4,13.8,-23.69,18.61,1.15,1.23,6194,1.997952,4.5553
9.72,1.97,1.27,17.10752,518.1,12.3,-21.75,18.64,0.74,0.68,5018,0.263045,2.9228
4.8,2.91,0.19,44.80138,659.1,0.9,-23.65,18.65,0.98,0.89,5858,0.836888,3.4708
8.88,1.93,1.24,6.239564,402.7,11,-20.6,18.68,0.53,0.52,4257,0.079673,2.4525
3.47,2.63,0.19,62.39917,716,0.7,-23.79,18.68,0.95,1.15,5573,1.144568,4.5262
8.1,1.88,1.22,24.59507,567.4,9.9,-22.05,18.74,0.84,0.8,5187,0.415657,3.2799
26.81,2.5,1.72,48.4232,672.1,46.1,-23.4,18.75,1.02,0.91,5957,0.935585,3.4894
10.64,2.02,1.3,8.62871,436.6,13.8,-21.05,18.75,0.64,0.62,4339,0.122245,2.7762
24.12,2.44,1.66,9.285206,444.7,40,-21.55,18.78,0.7,0.66,4350,0.139938,2.8653
7.38,1.84,1.19,3.083624,337.6,8.8,-19.73,18.79,0.52,0.48,3682,0.037993,2.3047
100.48,7.81,0.21,128.1918,857.3,21.2,-26.95,18.8,1.22,1.47,6169,2.807913,5.295
4.29,2.81,0.19,29.4776,593.6,0.8,-23.12,18.83,0.87,0.83,5373,0.515126,3.3465
20.8,2.36,1.58,23.11459,558.6,32.8,-22.48,18.83,0.85,0.8,5130,0.397685,3.2507
4.86,2.92,0.19,36.42099,625.9,0.9,-23.44,18.87,0.8,0.89,5404,0.606082,3.6773
3.38,2.61,0.19,67.94474,731.4,0.6,-23.87,18.87,1.06,1.09,5975,1.358609,4.1087
18.31,2.3,1.51,40.24999,641.7,27.7,-23.02,18.93,0.94,0.92,5598,0.745756,3.6025
13.85,2.15,1.39,18.5972,529.1,19.3,-22.03,18.93,0.81,0.76,4954,0.312134,3.1267
8.48,1.9,1.23,43.48466,654.2,10.4,-22.69,19.02,0.94,0.9,5852,0.852299,3.4264
3.09,2.54,0.19,13.08339,484.5,0.6,-22.01,19.08,0.68,0.66,4742,0.197617,2.8622
10.51,2.01,1.29,32.65696,609,13.6,-22.5,19.09,0.9,0.87,5441,0.595173,3.4349
6.4,1.77,1.16,64.93977,723.2,7.4,-22.97,19.12,1.06,1.08,5961,1.321338,4.0357
13.55,2.14,1.38,44.59698,658.4,18.8,-22.98,19.13,0.95,0.93,5743,0.844133,3.603
11.38,2.05,1.32,119.7229,842.7,15,-23.96,19.15,0.96,1.29,6256,2.286947,4.9756
3.67,2.68,0.19,38.88062,636.2,0.7,-23.32,19.18,0.93,0.91,5595,0.72807,3.5445
45.12,11.09,0.03,57.02262,699.6,1.5,-26.84,19.22,1,1.1,5722,1.163769,4.1083
5.66,3.07,0.2,45.24982,660.8,1.1,-23.78,19.25,1.01,0.96,5804,0.9383,3.5533
8.88,1.93,1.24,3.337758,344.4,11,-19.92,19.27,0.58,0.49,3767,0.043378,2.2908
27,3.84,0.48,48.21055,658.8,12.9,-24.39,19.3,0.92,0.98,5620,0.859582,4.0121
4.45,2.84,0.19,66.70934,728.1,0.9,-24.04,19.31,0.89,1.09,5918,1.307503,4.15
25.7,2.48,1.69,18.66838,529.6,43.6,-22.34,19.33,0.8,0.76,4983,0.319507,3.0963
275.02,10,0.28,169.9724,919.5,75.7,-27.8,19.38,1.29,1.72,6255,4.026799,5.9549
5.4,3.02,0.2,50.40676,678.8,1.1,-23.86,19.45,0.91,0.96,5816,0.946084,3.735
25.16,2.46,1.68,102.6486,810.9,42.3,-24.19,19.56,0.91,1.41,5746,1.944422,5.4616
18.8,2.31,1.53,59.12028,706.4,28.7,-23.45,19.57,0.96,0.98,6060,1.162071,3.7257
0.89,1.01,0.87,58.98301,706,0.8,-21.64,19.58,0.91,0.94,5466,0.713694,4.5746
5.99,3.12,0.2,39.68494,639.4,1.2,-23.68,19.6,0.95,0.93,5623,0.775761,3.5454
5.02,1.66,1.1,68.65417,733.4,5.5,-22.89,19.67,1.1,1.09,6112,1.487566,3.947
5.85,3.1,0.2,83.00011,769,1.1,-24.46,19.67,1.12,1.19,6152,1.819906,4.2837
22.16,2.4,1.61,54.98071,693.7,35.7,-23.45,19.72,0.94,1.02,5829,1.077622,3.8834
2.97,1.43,1.01,73.47293,745.9,3,-22.65,19.74,1.06,1.19,5905,1.544768,4.3746
6.12,3.15,0.2,115.805,835.8,1.2,-24.86,19.75,1.23,1.47,6115,2.710881,5.1219
3.78,1.53,1.05,22.84345,557,4,-21.52,19.76,0.78,0.74,5328,0.395922,2.9958
12.15,2.08,1.34,55.593,695.7,16.3,-23.16,19.78,1.01,1.06,5807,1.146328,3.9346
17.55,2.27,1.49,74.37724,748.2,26.2,-23.67,19.79,1.11,1.15,6092,1.634275,4.1353
25.7,2.48,1.69,36.55738,626.5,43.6,-23.08,19.81,0.94,0.91,5579,0.719777,3.4566
17.55,2.27,1.49,6.161595,401.4,26.2,-20.95,19.85,0.62,0.56,4249,0.091709,2.4464
3.22,1.47,1.02,69.73355,736.2,3.3,-22.64,19.92,1.11,1.12,6087,1.545038,4.0107
5.16,2.98,0.19,37.02035,628.4,1,-23.5,19.94,0.94,0.91,5609,0.735384,3.4413
3.14,1.46,1.02,25.10061,570.3,3.2,-21.51,19.96,0.9,0.83,5293,0.485125,3.1821
3.52,2.64,0.19,36.6853,627,0.7,-23.22,19.99,0.89,0.84,5826,0.72934,3.1752
10.17,1.99,1.28,23.45385,560.7,13.1,-22.12,20.03,0.89,0.84,5228,0.472923,3.1529
18.71,2.31,1.52,27.87643,585.4,28.5,-22.63,20.05,0.91,0.8,5554,0.546378,3.0456
12.15,2.08,1.34,88.25008,780.9,16.3,-23.66,20.05,1.15,1.14,6509,2.092939,3.9457
11.37,2.05,1.32,5.977144,398.4,15,-20.69,20.06,0.59,0.55,4255,0.088964,2.4027
16.81,2.25,1.47,69.56746,735.8,24.8,-23.57,20.07,1.1,1.15,6010,1.548044,4.1092
9.15,1.94,1.25,4.935931,379.7,11.4,-20.36,20.09,0.66,0.54,4164,0.078363,2.2798
5.02,1.66,1.1,89.51894,783.7,5.5,-23.18,20.1,1.08,1.31,6054,2.068246,4.5941
21.25,2.37,1.59,20.19473,540.1,33.7,-22.34,20.13,0.79,0.75,5235,0.379035,2.9177
4.65,1.62,1.09,16.21527,511.2,5.1,-21.27,20.16,0.8,0.74,4944,0.29354,2.9313
94.65,7.67,0.21,41.48252,646.6,19.8,-25.68,20.17,0.86,1.09,5274,0.824714,4.1206
6.57,3.22,0.2,189.2785,945,1.3,-25.45,20.26,1.4,1.63,6771,5.010445,5.3409
7.38,1.84,1.19,93.00525,791.2,8.8,-23.45,20.26,1.19,1.29,6202,2.209003,4.4618
9.72,1.97,1.27,38.33577,633.9,12.3,-22.63,20.3,0.91,0.87,5788,0.762153,3.2887
4.77,1.64,1.09,6.356714,404.5,5.2,-20.26,20.31,0.59,0.55,4321,0.094613,2.4027
3.33,2.6,0.19,192.2853,948.7,0.6,-24.99,20.31,1.34,1.99,6112,4.95826,6.6079
19.52,2.33,1.54,51.4442,682.3,30.1,-23.32,20.34,0.98,1.03,5806,1.081614,3.7862
0.86,1,0.87,50.34126,678.6,0.7,-21.44,20.35,1.02,1.02,5839,1.085036,3.7032
1.49,1.18,0.92,8.527658,435.4,1.4,-19.87,20.36,0.73,0.67,4372,0.14715,2.7184
5.79,3.09,0.2,18.23984,526.5,1.1,-22.8,20.38,0.81,0.77,5020,0.337821,3.0156
8.74,1.92,1.24,13.02505,483.5,10.8,-21.4,20.42,0.77,0.65,4977,0.233304,2.5956
7.38,1.84,1.19,91.57239,788.1,8.8,-23.43,20.42,1.19,1.29,6194,2.197628,4.4388
12.19,3.94,0.2,19.28513,533.9,2.4,-23.4,20.48,0.88,0.79,5094,0.377988,3.0113
8.79,3.54,0.2,262.7134,1025.7,1.7,-26.01,20.49,1.22,3.57,4940,6.809796,11.8379
12.97,2.12,1.37,114.8048,833.9,17.7,-23.98,20.5,1.16,1.42,6228,2.721829,4.9162
16.46,2.24,1.46,15.24638,503.4,24.1,-21.91,20.51,0.77,0.73,4899,0.275401,2.8949
8.62,3.52,0.2,14.54651,497.5,1.7,-22.84,20.51,0.77,0.73,4841,0.262589,2.8958
11.27,3.84,0.2,47.16818,667.7,2.2,-24.31,20.55,0.89,1,5690,0.940457,3.7748
4.62,2.88,0.19,52.87498,687,0.9,-23.81,20.55,0.9,1.07,5676,1.066171,4.0165
10.5,3.75,0.2,86.73898,777.5,2.1,-24.93,20.55,1.18,1.27,6163,2.08769,4.3636
8.35,3.48,0.2,27.37495,582.8,1.7,-23.51,20.66,0.87,0.87,5315,0.541928,3.2957
54.69,6.48,0.2,64.17684,719.6,11,-25.8,20.67,1.03,1.27,5672,1.49776,4.4439
7.97,3.43,0.2,73.45243,745.8,1.6,-24.55,20.68,1.14,1.15,6250,1.810529,3.9043
20.8,2.36,1.58,75.75294,751.6,32.8,-23.77,20.68,0.89,1.3,5867,1.796557,4.4998
22.72,2.41,1.62,17.02875,517.5,36.9,-22.19,20.69,0.77,0.73,5055,0.312191,2.8735
2.3,1.33,0.97,80.84019,763.9,2.2,-22.59,20.71,1.14,1.22,6158,1.920296,4.2194
10.64,2.02,1.3,22.41373,554.3,13.8,-22.1,20.73,0.79,0.81,5208,0.433056,3.1059
8.48,1.9,1.23,19.82043,537.6,10.4,-21.84,20.74,0.82,0.78,5128,0.37746,3.0125
14.75,4.2,0.2,59.8363,708.6,2.9,-24.77,20.74,0.98,1.03,6065,1.287916,3.7421
14.75,4.2,0.2,59.8363,708.6,2.9,-24.77,20.74,0.98,1.03,6065,1.287916,3.7421
20.36,2.35,1.57,24.51227,566.9,31.9,-22.53,20.83,0.88,0.83,5299,0.487328,3.1374
4.34,2.82,0.19,27.94848,585.8,0.8,-23.07,20.83,0.9,0.86,5418,0.571798,3.2046
1.65,1.21,0.93,6.801102,411.4,1.5,-19.68,20.84,0.65,0.58,4391,0.111429,2.4066
15.34,4.26,0.2,84.2804,771.9,3.1,-25.17,20.86,1.21,1.22,6340,2.157578,4.0643
39.44,5.83,0.2,60.09621,709.3,7.9,-25.49,20.89,1.12,1.21,5743,1.428946,4.1827
2.1,1.3,0.96,68.38081,732.6,2,-22.35,20.93,1.09,1.19,5956,1.598831,4.1483
4.51,2.86,0.19,5.791939,395.2,0.9,-21.38,20.96,0.63,0.61,4098,0.094154,2.5499
3.69,1.52,1.04,2.662206,325.4,3.8,-19.16,21,0.51,0.5,3705,0.042265,2.1149
7.81,3.4,0.2,19.38724,534.6,1.5,-23.08,21.02,0.84,0.78,5148,0.383383,2.9563
3.52,2.64,0.19,46.48409,665.2,0.7,-23.48,21.05,1.01,1.01,5808,1.041452,3.5965
5722.92,13.66,2.24,111.6237,825.8,12838.1,-28.03,21.09,1.1,1.39,6260,2.662054,4.8158
8.1,1.88,1.22,29.39583,593.2,9.9,-22.24,21.09,0.89,0.86,5499,0.606767,3.1904
3.31,1.48,1.02,63.10796,718.1,3.4,-22.55,21.13,1.09,1.13,6010,1.494668,3.9137
1015.82,12.26,0.55,143.7031,790.5,559.4,-28.4,21.22,1.27,1.51,6079,2.786256,6.73
2.22,2.63,0.12,85.88062,775.4,0.3,-24.14,21.22,1.07,1.34,5952,2.018843,4.6564
4.18,2.79,0.19,36.65686,626.9,0.8,-23.34,21.22,1,1.01,5479,0.824779,3.5889
4.57,2.87,0.19,58.14112,703.5,0.9,-23.9,21.22,1.08,1.1,5967,1.376257,3.8109
0.34,0.75,0.81,24.47566,566.7,0.3,-20.03,21.3,0.8,0.77,5417,0.458043,2.9999
8.21,3.46,0.2,93.94811,793.2,1.6,-24.84,21.3,1.21,1.32,6267,2.41144,4.3918
17.18,2.26,1.48,36.58365,626.6,25.5,-22.88,21.35,0.96,0.92,5776,0.845229,3.226
4.13,2.78,0.19,48.09755,670.9,0.8,-23.63,21.36,1.01,1.02,5857,1.098477,3.5975
20.8,2.36,1.58,29.37321,593.1,32.8,-22.74,21.39,0.92,0.87,5522,0.631414,3.1627
180.91,9.86,0.19,322.7988,1079.9,34.2,-28.47,21.4,1.32,4.23,4840,8.809515,13.6779
12.97,2.12,1.37,78.80304,759.1,17.7,-23.57,21.42,1.16,1.22,6206,1.980872,4.1016
1.45,1.16,0.92,35.52062,622,1.3,-21.4,21.53,0.82,0.9,5603,0.716238,3.3781
15.1,2.2,1.43,74.46765,748.4,21.6,-23.59,21.59,0.99,1.22,6050,1.789085,4.1955
14.46,2.17,1.41,14.28801,495.3,20.4,-21.77,21.68,0.79,0.74,4897,0.282536,2.8047
30.87,5.38,0.2,130.7242,861.5,6.1,-26.16,21.78,1.29,1.82,5904,3.610921,5.8383
1.91,1.19,1.12,11.78284,472,2.1,-20.25,21.8,0.76,0.7,4796,0.232596,2.6553
6.82,3.26,0.2,26.7433,579.4,1.3,-23.34,21.8,0.88,0.85,5452,0.572731,3.0957
5.85,3.1,0.2,26.71875,579.2,1.1,-23.23,21.81,0.9,0.86,5440,0.581142,3.108
4.77,1.64,1.09,35.00394,619.7,5.2,-22.13,21.85,0.98,0.88,5841,0.808731,3.0857
4.24,2.8,0.19,29.52288,593.9,0.8,-23.11,21.86,0.92,0.89,5507,0.653627,3.188
3.46,1.5,1.03,97.58473,795.3,3.6,-23.07,21.87,1.19,1.36,6239,2.51436,4.5581
3.38,2.61,0.19,40.91346,644.3,0.6,-23.32,21.96,0.9,0.98,5774,0.957743,3.414
124,8.28,0.22,17.49506,518.2,27.1,-24.92,22,0.79,0.57,5835,0.337912,2.2019
10.4,3.74,0.2,59.28412,706.9,2.1,-24.51,22.05,1.11,1.14,5993,1.5041,3.8148
5.1,2.97,0.19,3.499008,348.4,1,-20.91,22.09,0.57,0.54,3843,0.057064,2.2536
5.14,1.67,1.11,19.49493,535.3,5.7,-21.53,22.13,0.85,0.81,5156,0.416017,2.9553
5.79,3.09,0.2,17.03692,517.6,1.1,-22.73,22.18,0.8,0.77,5066,0.350374,2.8617
4.18,2.79,0.19,42.92813,652.1,0.8,-23.51,22.18,0.99,1.02,5746,1.017543,3.5312
6.33,3.18,0.2,110.8762,826.7,1.2,-24.83,22.21,1.34,1.46,6406,3.220648,4.5664
2.51,1.37,0.98,143.0417,881.1,2.5,-23.27,22.24,1.29,1.79,6130,4.059175,5.665
24.64,2.45,1.67,20.34898,541.1,41.1,-22.42,22.25,0.81,0.77,5307,0.421956,2.8499
3.15,2.55,0.19,33.57143,613.2,0.6,-23.05,22.25,1.01,0.94,5653,0.809583,3.2263
199.31,9.34,0.24,32.7916,609.3,48.8,-25.86,22.34,1.02,0.96,5513,0.7654,3.3553
52.14,10.98,0.04,126.4482,854.3,2.1,-27.68,22.34,1.25,1.66,6116,3.442552,5.3505
4.68,2.89,0.19,28.43171,588.3,0.9,-23.14,22.37,0.91,0.88,5518,0.644142,3.1161
2.3,1.33,0.97,2.473058,319.5,2.2,-18.79,22.41,0.48,0.47,3788,0.041154,1.95
5.02,1.66,1.1,11.80263,472.2,5.5,-20.97,22.48,0.77,0.72,4770,0.240784,2.6866
1.27,1.12,0.9,30.68558,599.6,1.1,-21.16,22.6,0.76,0.88,5577,0.672137,3.1691
10.24,3.72,0.2,28.66961,581.9,2,-23.74,22.66,0.85,0.74,5940,0.609663,2.7574
7.3,3.12,0.24,44.69659,658.7,1.8,-23.8,22.69,0.95,1.1,5680,1.129974,3.6875
9.05,3.57,0.2,81.99895,766.6,1.8,-24.76,22.71,1.16,1.49,5786,2.232422,4.8138
20.8,2.36,1.58,79.43404,760.6,32.8,-23.82,22.71,1.19,1.28,6217,2.196004,4.1034
33.07,1.13,22.84,102.5086,810.7,755.3,-22.49,22.8,1.17,1.55,6013,2.817851,4.9837
7.57,3.37,0.2,186.1338,941,1.5,-25.53,22.82,2.11,1.85,6620,5.897463,5.5409
5.63,1.71,1.13,24.75527,568.3,6.3,-21.85,22.88,0.89,0.86,5413,0.56969,3.0215
2.97,1.43,1.01,53.78474,689.9,3,-22.31,22.92,1.06,1.1,5986,1.393869,3.642
8.88,1.93,1.24,6.485655,406.6,11,-20.64,22.93,0.65,0.58,4465,0.119959,2.2729
34.34,2.55,2.06,159.991,872.5,70.8,-24.87,22.95,1.42,1.89,6144,4.552381,6.2773
1.01,1.61,0.24,3.395818,345.8,0.2,-19.54,23.09,0.57,0.54,3871,0.058745,2.1884
2.89,1.42,1,50.2284,678.2,2.9,-22.22,23.13,1.08,1.08,5975,1.333795,3.5325
9.95,1.98,1.28,57.5826,701.8,12.7,-23.09,23.2,0.94,1.3,5512,1.39963,4.4448
21.29,4.75,0.2,230.4117,992.6,4.2,-26.51,23.21,1.64,2.56,6096,8.119879,7.2722
10.64,2.02,1.3,74.80598,749.3,13.8,-23.41,23.22,1.04,1.43,5807,2.086264,4.5645
5.27,1.68,1.11,71.61835,741.1,5.9,-22.97,23.24,1.17,1.29,6064,2.018859,4.0954
1.54,1.19,0.92,52.78426,686.7,1.4,-21.87,23.44,0.94,1.19,5764,1.402425,3.8914
3.52,2.64,0.19,95.64744,796.7,0.7,-24.27,23.45,1.33,1.51,6174,2.97242,4.566
6.1,1.75,1.14,81.33754,765.1,7,-23.19,23.48,1.21,1.33,6221,2.377026,4.147
5.54,1.7,1.12,392.6856,1134.1,6.2,-24.85,23.55,1.6,1.73,8480,13.885627,4.9043
3.77,2.7,0.19,57.73373,702.3,0.7,-23.76,23.58,1.01,1.24,5747,1.504867,4.0939
7.81,3.4,0.2,18.51807,528.5,1.5,-23.03,23.59,0.84,0.8,5222,0.42699,2.8079
0.36,0.76,0.81,40.54942,642.9,0.3,-20.62,23.62,1,1,5852,1.052222,3.3087
5.85,3.1,0.2,34.31367,616.6,1.1,-23.5,23.64,0.94,0.97,5644,0.856607,3.2721
199.03,5.61,1.13,21.87838,551,224.2,-24.3,23.65,1.43,0.9,5614,0.721879,2.6407
5.99,3.12,0.2,74.30586,748,1.2,-24.36,23.67,0.81,1.35,5711,1.739426,4.7035
4.74,2.9,0.19,19.73045,536.9,0.9,-22.75,23.68,0.84,0.81,5279,0.457158,2.8361
5.66,3.07,0.2,43.8132,655.5,1.1,-23.74,23.85,0.97,1.02,6033,1.236584,3.236
4.42,1.6,1.08,35.28448,620.9,4.8,-22.09,23.9,0.99,0.98,5722,0.923705,3.2283
15.76,2.22,1.45,54.26327,691.5,22.8,-23.27,23.91,1.09,1.13,6031,1.515668,3.6038
15.1,2.2,1.43,188.6083,944.1,21.6,-24.61,23.92,1.5,1.84,6807,6.521514,5.2752
1.07,1.06,0.89,13.29211,486.5,0.9,-20.13,23.96,0.79,0.75,4939,0.300309,2.6593
550.17,11.1,0.4,62.25728,715.6,221.3,-26.93,23.97,1.02,1.28,5806,1.67039,4.1653
10.17,1.99,1.28,2.648546,325,13.1,-19.74,23.97,0.56,0.51,3750,0.046148,2.0591
7.95,0.95,9.21,43.16493,653,73.2,-21.17,23.98,1,1.04,5858,1.142757,3.4068
1.23,1.11,0.9,4.549929,372.1,1.1,-19.05,24.09,0.54,0.53,4259,0.082922,2.0923
4.08,2.77,0.19,11.92838,473.5,0.8,-22.1,24.09,0.76,0.73,4850,0.264547,2.6125
2.73,1.4,0.99,1.461332,280.1,2.7,-18.32,24.17,0.41,0.4,3497,0.021468,1.7588
24.64,2.45,1.67,40.41752,642.4,41.1,-23.17,24.17,1.01,1.02,5844,1.088757,3.3124
1.81,1.24,0.94,8.818572,439,1.7,-20.02,24.21,0.65,0.67,4648,0.187977,2.4458
25.7,2.48,1.69,113.0561,830.6,43.6,-24.31,24.31,1.1,1.74,5923,3.343146,5.3955
12.42,2.09,1.35,17.62262,522,16.8,-21.92,24.31,0.89,0.8,5260,0.439555,2.6997
7.12,3.3,0.2,65.75961,725.5,1.4,-24.35,24.32,1.13,1.22,6161,1.924041,3.8016
6.4,1.77,1.16,0.785473,239.5,7.4,-18.16,24.33,0.43,0.34,3371,0.013018,1.3905
21.25,2.37,1.59,71.73836,741.5,33.7,-23.72,24.33,1.19,1.28,6202,2.174888,3.9184
5.04,2.96,0.19,38.4079,634.2,1,-23.52,24.34,1,1,5831,1.037199,3.2434
233.05,9.67,0.26,13.08095,484.5,60.1,-24.93,24.36,0.81,0.75,4965,0.306683,2.6106
,17.4,,55.60338,695.7,,-27.79,24.39,0.94,1.12,5984,1.443086,3.7056
22.64,2.41,1.62,7.891062,427,36.7,-21.34,24.4,0.7,0.67,4523,0.168557,2.4432
6.45,1.77,1.16,16.67103,510.5,7.5,-21.52,24.45,0.83,0.78,5177,0.392095,2.7414
3.57,2.65,0.19,63.68482,719.7,0.7,-23.84,24.5,1.14,1.22,6136,1.893001,3.7717
8.62,3.52,0.2,37.88701,632.1,1.7,-23.88,24.54,1.01,1.01,5808,1.041452,3.2469
10.17,1.99,1.28,15.54154,505.8,13.1,-21.67,24.57,0.87,0.79,5098,0.378219,2.699
26.81,2.5,1.72,19.62537,536.2,46.1,-22.42,24.59,0.86,0.82,5327,0.48579,2.7778
7.59,1.85,1.2,3.24312,341.9,9.1,-19.8,24.64,0.61,0.55,3900,0.063474,2.1066
24.11,4.95,0.2,27.29202,582.3,4.8,-24.27,24.66,0.9,1.04,5180,0.698676,3.4645
12.15,2.08,1.34,21.45738,548.3,16.3,-22.12,24.67,0.83,0.83,5460,0.549309,2.7648
,14.43,,137.4218,872.3,,-28.37,24.67,1.4,1.66,6613,4.728247,4.7706
6.88,1.8,1.17,10.52077,458.8,8.1,-21.03,24.75,0.76,0.72,4776,0.241998,2.5301
4.92,2.93,0.19,45.88589,663.1,1,-23.7,24.76,1.06,1.08,5957,1.317795,3.3967
64.86,2.46,4.34,37.19466,629.2,281.2,-23.09,24.81,1.09,1.01,5876,1.091088,3.143
37.51,5.73,0.2,242.7406,1005.6,7.5,-26.98,24.85,1.62,2.02,7099,9.297822,5.5025
16.81,2.25,1.47,66.34797,727.1,24.8,-23.52,24.99,1.05,1.37,5809,1.917505,4.2956
9.29,1.95,1.26,61.23995,712.7,11.7,-23.12,25.08,1.13,1.2,6166,1.867525,3.6627
2.81,1.41,1,41.98721,648.5,2.8,-22,25.1,1,1.07,5828,1.185047,3.3947
7.73,1.86,1.2,30.66491,599.5,9.3,-22.26,25.16,0.96,0.95,5679,0.842218,3.0552
4.2,1.58,1.07,15.91681,508.9,4.5,-21.19,25.19,0.74,0.77,5178,0.382401,2.6476
20.8,2.36,1.58,21.12698,546.2,32.8,-22.38,25.2,0.86,0.83,5438,0.540509,2.7656
0.82,0.98,0.86,58.78508,685.4,0.7,-21.66,25.21,0.93,1.12,6004,1.462476,3.9353
1.92,1.27,0.95,24.55724,567.1,1.8,-21.18,25.22,0.95,0.84,5666,0.652461,2.7466
6.4,1.77,1.16,79.97359,761.9,7.4,-23.2,25.26,1.22,1.46,6067,2.591145,4.3236
0.02,0.31,0.72,144.0443,882.6,0,-20.06,25.26,1.43,,,5.2,
10.98,3.81,0.2,18.0758,525.3,2.2,-23.25,25.3,0.87,0.83,5247,0.468479,2.7478
4.77,1.64,1.09,58.81877,705.5,5.2,-22.69,25.31,1.16,1.25,6025,1.847303,3.7595
3.59,1.51,1.04,77.56245,756.1,3.7,-22.82,25.37,1.23,1.38,6210,2.541058,4.0639
16.81,2.25,1.47,31.11412,601.7,24.8,-22.69,25.38,0.96,0.94,5747,0.864789,3.0051
7.56,1.85,1.2,34.27444,616.4,9,-22.37,25.43,1,0.99,5780,0.981458,3.1181
8.27,0.84,13.95,34.118,615.7,115.3,-20.64,25.52,1.02,1.03,5685,0.994229,3.2159
8.7,3.53,0.2,51.27043,681.7,1.7,-24.22,25.56,1.07,1.09,6248,1.624452,3.2638
7.26,1.83,1.19,0.6630019,229.5,8.6,-18.05,25.64,0.4,0.23,3840,0.01038,0.9881
6.72,1.79,1.17,52.59488,686.1,7.8,-22.77,25.66,0.96,1.24,5812,1.574112,3.8205
24.64,2.45,1.67,59.97182,709,41.1,-23.6,25.67,1.17,1.23,6065,1.836637,3.7463
3.1,2.54,0.19,11.9936,474.1,0.6,-21.92,25.7,0.78,0.73,4984,0.295017,2.4807
2.97,2.51,0.19,20.04313,539.1,0.6,-22.45,25.75,0.87,0.89,5232,0.532526,2.9101
3.88,1.55,1.05,64.57522,722.2,4.1,-22.67,25.75,1.2,1.28,6108,2.046001,3.8329
3.82,2.71,0.19,46.88449,666.7,0.7,-23.55,25.76,1.05,1.07,6184,1.502226,3.186
56.59,6.55,0.2,53.33211,664.2,11.4,-25.72,25.83,1.05,1.19,5861,1.499238,3.9712
3.28,2.59,0.19,38.62601,635.1,0.6,-23.23,25.86,1.02,1.03,5890,1.14558,3.1877
3.72,2.69,0.19,33.28461,611.9,0.7,-23.15,25.87,0.99,0.99,5761,0.968616,3.0931
3.1,2.54,0.19,61.07343,712.2,0.6,-23.7,25.93,1.16,1.27,6081,1.978779,3.7607
8.88,1.93,1.24,13.47783,488.1,11,-21.44,25.94,0.81,0.77,5044,0.344327,2.5675
7.73,3.39,0.2,142.7008,880.5,1.5,-25.25,25.96,1.43,1.73,6675,5.330735,4.7714
6.39,3.19,0.2,24.28735,565.6,1.3,-23.19,26.02,0.92,0.89,5558,0.678179,2.8386
5.82,1.72,1.13,40.29137,641.9,6.6,-22.4,26.08,1.04,1.06,5904,1.224861,3.2403
15.26,2.8,0.7,78.18587,757.6,10.6,-24.18,26.14,1.03,1.33,6215,2.367869,4.0737
